"Country","Region","IncomeG","Year","LifeExp","AdultM","InfantD","Alcohol","PercHealthExp","HepsB","Measles","BMI","Und5Deaths","Polio","GovHealthExp","Diph","HIV","GDP","Pop","Thin10_19Yrs","Thin5_9Yrs","Schooling"
"Kenya","Sub-Saharan Africa","Low Income",2014,62.9,255,56,0.01,170.9626624,92,354,21.3,79,93,5.72,92,2.9,1335.6458,46700063,7.8,7.7,11.1
"Kenya","Sub-Saharan Africa","Low Income",2013,62.6,258,58,1.84,165.9304977,93,190,2.7,81,94,5.57,87,3,1229.114798,45519986,7.9,7.7,11.1
"Kenya","Sub-Saharan Africa","Low Income",2012,62.1,263,59,1.81,154.2269697,94,0,2.1,84,94,5.49,94,3,1155.2582,44343469,8,7.8,11.1
"Kenya","Sub-Saharan Africa","Low Income",2011,61.2,278,60,1.8,109.7051836,96,2395,19.5,86,97,5.23,96,3.4,987.4453967,43178270,8.1,7.9,11.1
"Kenya","Sub-Saharan Africa","Low Income",2010,63,294,61,1.73,56.58984221,9,95,18.9,89,9,3.97,9,4.3,967.34773,42030684,8.2,8,11.1
"Kenya","Sub-Saharan Africa","Low Income",2009,59.1,317,62,1.86,7.146851404,88,1218,18.4,91,89,4.17,88,5,92.816252,40901798,8.2,8.1,10.7
"Kenya","Sub-Saharan Africa","Low Income",2008,57.9,339,64,1.71,60.5153506,88,1282,17.9,95,88,3.9,88,6.4,916.8992515,39791984,8.3,8.2,10.4
"Kenya","Sub-Saharan Africa","Low Income",2007,56.8,356,66,1.97,59.83361364,81,1516,17.3,100,76,4.8,81,9.1,839.181117,38705934,8.4,8.3,10.1
"Kenya","Sub-Saharan Africa","Low Income",2006,55.3,388,68,1.76,52.60385429,8,1847,16.9,104,77,4.24,8,10.3,697.66385,37649039,8.5,8.4,9.7
"Kenya","Sub-Saharan Africa","Low Income",2005,54.1,412,70,1.82,39.55677502,76,153,16.4,108,7,4.36,76,11.6,519.7999346,36624897,8.6,8.5,9.6
"Kenya","Sub-Saharan Africa","Low Income",2004,53,432,72,1.43,36.29775249,73,20,15.9,112,73,4.29,73,13.2,458.8843551,35635267,8.7,8.6,8.9
"Kenya","Sub-Saharan Africa","Low Income",2003,52.4,437,74,1.49,35.85204668,73,65,15.5,115,75,4.45,73,14.5,436.6875357,34678781,8.8,8.8,8.2
"Kenya","Sub-Saharan Africa","Low Income",2002,52.1,437,76,1.66,32.73674134,84,766,15.1,118,83,4.54,84,15.7,395.8493511,33751746,8.9,8.9,8.5
"Kenya","Sub-Saharan Africa","Low Income",2001,51.9,434,77,1.63,3.847602867,NA,11304,14.7,120,77,4.62,8,16.9,41.7763612,32848569,9,9,8.4
"Kenya","Sub-Saharan Africa","Low Income",2000,51.9,428,77,1.51,0.681685555,NA,21002,14.4,121,8,4.68,82,18.1,43.9797132,31964557,9.2,9.1,8.4
"Kiribati","East Asia & Pacific","Low Income",2015,66.3,198,0,NA,0,82,0,77.6,0,8,NA,78,0.1,1424.483611,110927,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2014,66.1,2,0,0.01,97.87193319,75,0,77.1,0,79,1.21,75,0.1,1684.54274,109387,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2013,65.8,22,0,0.01,137.2591943,95,0,76.7,0,91,1.15,95,0.1,1724.361737,107887,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2012,65.7,24,0,0.01,147.4549755,94,0,76.2,0,92,1.37,94,0.1,1763.815497,106359,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2011,65.5,26,0,0.53,30.46703899,95,0,75.7,0,95,1.42,99,0.1,1692.613277,104735,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2010,65.3,27,0,0.48,18.21661422,91,0,75.2,0,95,1.52,91,0.1,1493.1651,102930,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2009,65.2,28,0,0.54,162.2903711,86,0,74.6,0,84,12.24,86,0.1,1297.285141,100928,0.1,0.1,11.9
"Kiribati","East Asia & Pacific","Low Income",2008,65.1,21,0,0.46,167.6201552,83,0,74.1,0,74,12.23,82,0.1,1413.3234,98760,0.2,0.1,11.6
"Kiribati","East Asia & Pacific","Low Income",2007,65,211,0,0.68,188.7108773,96,0,73.4,0,93,13.66,94,0.1,1357.632211,96531,0.2,0.1,11.8
"Kiribati","East Asia & Pacific","Low Income",2006,65,212,0,0.76,18.19457876,88,0,72.8,0,86,1.93,86,0.1,1151.555618,94341,0.2,0.1,12.1
"Kiribati","East Asia & Pacific","Low Income",2005,64.9,213,0,0.6,111.7392134,5,0,72.1,0,74,1.6,79,0.1,1214.556667,92319,0.2,0.2,12.2
"Kiribati","East Asia & Pacific","Low Income",2004,64.8,214,0,0.48,10.6242741,67,0,71.4,0,61,1.39,62,0.1,113.6286,90498,0.2,0.2,12.4
"Kiribati","East Asia & Pacific","Low Income",2003,64.7,215,0,0.5,1.76541345,73,0,7.6,0,79,9.98,7,0.1,115.3865,88840,0.2,0.2,11.6
"Kiribati","East Asia & Pacific","Low Income",2002,64.6,217,0,0.49,70.75572222,79,0,69.7,0,96,9.1,77,0.1,826.58554,87308,0.2,0.2,11.7
"Kiribati","East Asia & Pacific","Low Income",2001,64.3,219,0,0.6,59.97185848,85,0,68.8,0,88,9,85,0.1,734.9492461,85844,0.2,0.2,10.4
"Kiribati","East Asia & Pacific","Low Income",2000,64.1,222,0,0.46,11.07543331,9,0,67.9,0,9,8.12,9,0.1,796.7937634,84405,0.2,0.2,10
"Korea","East Asia & Pacific","Low Income",2015,76,139,6,NA,0,96,0,32.9,7,99,NA,96,0.1,NA,51014947,4.9,4.9,NA
"Korea","East Asia & Pacific","Low Income",2014,73,142,6,0.01,0,93,3,32.4,8,99,NA,93,0.1,NA,50746659,4.9,4.9,NA
"Korea","East Asia & Pacific","Low Income",2013,71,146,6,3.35,0,93,0,31.8,8,99,NA,93,0.1,NA,50428893,5,5,NA
"Korea","East Asia & Pacific","Low Income",2012,69.8,149,7,3.61,0,96,0,31.3,9,99,NA,96,0.1,NA,50199853,5.1,5.1,NA
"Korea","East Asia & Pacific","Low Income",2011,69.4,153,8,3.39,0,94,0,3.8,10,99,NA,94,0.1,NA,49936638,5.1,5.2,NA
"Korea","East Asia & Pacific","Low Income",2010,69,157,8,3.12,0,93,0,3.3,10,99,NA,93,0.1,NA,49554112,5.2,5.2,NA
"Korea","East Asia & Pacific","Low Income",2009,68.7,161,9,3.35,0,93,0,29.7,11,98,NA,93,0.1,NA,49307835,5.3,5.3,NA
"Korea","East Asia & Pacific","Low Income",2008,68.6,164,9,3.16,0,92,8,29.2,12,98,NA,92,0.1,NA,49054708,5.4,5.4,NA
"Korea","East Asia & Pacific","Low Income",2007,68.5,166,9,3.13,0,92,3550,28.7,12,99,NA,92,0.1,NA,48683638,5.5,5.5,NA
"Korea","East Asia & Pacific","Low Income",2006,68.5,165,10,3.28,0,96,0,28.2,12,98,NA,89,0.1,NA,48438292,5.6,5.6,NA
"Korea","East Asia & Pacific","Low Income",2005,68.5,165,10,3.21,0,92,0,27.7,13,97,NA,79,0.1,NA,48184561,5.7,5.7,NA
"Korea","East Asia & Pacific","Low Income",2004,68.4,165,11,3.13,0,98,0,27.2,14,99,NA,72,0.1,NA,48082519,5.7,5.7,NA
"Korea","East Asia & Pacific","Low Income",2003,68.1,165,12,3.13,0,27,0,26.7,15,99,NA,68,0.1,NA,47892330,5.8,5.8,NA
"Korea","East Asia & Pacific","Low Income",2002,67.6,167,14,3.08,0,NA,0,26.2,18,99,NA,64,0.1,NA,47644736,5.9,5.9,NA
"Korea","East Asia & Pacific","Low Income",2001,66.6,177,16,2.53,0,NA,0,25.7,21,98,NA,62,0.1,NA,47370164,5.9,6,NA
"Korea","East Asia & Pacific","Low Income",2000,65.4,192,18,3.52,0,NA,0,25.2,25,93,NA,56,0.1,NA,47008111,6,6,NA
"Kuwait","Middle East & North Africa","High Income",2015,74.7,81,0,NA,0,99,18,71.4,1,99,NA,99,0.1,28975.418,3835588,3.5,3.4,13.3
"Kuwait","Middle East & North Africa","High Income",2014,74.6,82,0,0.01,2480.896965,96,55,7.8,1,94,3.4,95,0.1,42996.4812,3690939,3.4,3.4,13
"Kuwait","Middle East & North Africa","High Income",2013,74.5,83,1,0.01,2792.677582,99,62,7.2,1,99,2.56,99,0.1,48399.9581,3526382,3.4,3.3,13.1
"Kuwait","Middle East & North Africa","High Income",2012,74.3,84,1,0.01,2957.973963,98,27,69.5,1,98,2.57,98,0.1,51264.7134,3348852,3.4,3.3,13.2
"Kuwait","Middle East & North Africa","High Income",2011,74.2,85,1,0.02,2785.097712,99,32,69,1,99,2.62,99,0.1,48268.5912,3168054,3.3,3.2,13.4
"Kuwait","Middle East & North Africa","High Income",2010,74,86,1,0.01,2009.575605,99,13,68.4,1,98,2.76,98,0.1,38497.61696,2991884,3.3,3.2,13.5
"Kuwait","Middle East & North Africa","High Income",2009,73.9,87,1,0.1,3001.628237,99,0,67.9,1,99,3.87,99,0.1,37567.3121,2821041,3.3,3.2,13.6
"Kuwait","Middle East & North Africa","High Income",2008,73.8,88,1,0.03,2078.392748,99,0,67.5,1,99,1.93,99,0.1,55571.9986,2656010,3.3,3.1,13.8
"Kuwait","Middle East & North Africa","High Income",2007,73.7,89,1,0.03,2555.303869,99,0,67.1,1,99,2.13,99,0.1,45793.97614,2504026,3.2,3.1,13.9
"Kuwait","Middle East & North Africa","High Income",2006,73.6,89,1,0.01,2443.444275,99,0,66.7,1,99,2.25,99,0.1,42717.55725,2373661,3.2,3.1,14.1
"Kuwait","Middle East & North Africa","High Income",2005,73.6,9,0,0.01,239.5751391,99,10,66.3,1,99,2.38,99,0.1,3549.26132,2270196,3.2,3.1,14.2
"Kuwait","Middle East & North Africa","High Income",2004,73.5,91,0,0.02,1731.073528,94,23,65.9,1,98,2.76,98,0.1,26921.8278,2200498,3.2,3,14.4
"Kuwait","Middle East & North Africa","High Income",2003,73.4,93,0,0.03,159.0098727,99,0,65.5,1,99,3.23,99,0.1,2271.56961,2161626,3.2,3,14.1
"Kuwait","Middle East & North Africa","High Income",2002,73.3,94,0,0.01,1209.680547,99,0,65,1,99,3.56,99,0.1,17789.41981,2136991,3.2,3,13.9
"Kuwait","Middle East & North Africa","High Income",2001,73.2,95,0,0.01,113.1997845,99,0,64.5,1,99,3.61,99,0.1,1654.96761,2103273,3.2,3,14
"Kuwait","Middle East & North Africa","High Income",2000,73.2,96,0,0.01,959.925862,95,6,64,1,94,2.51,98,0.1,18389.38433,2045123,3.2,3.1,14.1
"Kyrgyzstan","Europe & Central Asia","Low Income",2015,71.1,166,3,NA,0,97,17779,44.9,3,97,NA,97,0.1,NA,5956900,3.3,3.4,13
"Kyrgyzstan","Europe & Central Asia","Low Income",2014,78,17,3,0.01,0,96,318,43.9,4,95,6.48,96,0.1,NA,5835500,3.3,3.4,12.8
"Kyrgyzstan","Europe & Central Asia","Low Income",2013,77,174,3,0.01,0,97,1,43,4,97,6.68,97,0.1,NA,5719600,3.3,3.3,12.5
"Kyrgyzstan","Europe & Central Asia","Low Income",2012,69.9,18,3,0.01,0,96,0,42.2,4,94,6.97,96,0.1,NA,5607200,3.2,3.3,12.3
"Kyrgyzstan","Europe & Central Asia","Low Income",2011,69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,NA,5514600,3.2,3.3,12.1
"Kyrgyzstan","Europe & Central Asia","Low Income",2010,68.8,199,4,2.73,0,96,0,4.7,4,88,6.66,96,0.1,NA,5447900,3.2,3.3,12.2
"Kyrgyzstan","Europe & Central Asia","Low Income",2009,68.5,21,4,2.39,0,96,1,4.1,4,96,6.79,95,0.1,NA,5383300,3.3,3.4,12.4
"Kyrgyzstan","Europe & Central Asia","Low Income",2008,67.6,217,4,2.53,0,97,16,39.5,4,95,6.7,95,0.2,NA,5318700,3.3,3.4,12.6
"Kyrgyzstan","Europe & Central Asia","Low Income",2007,67.2,229,4,2.77,0,94,40,39,4,94,6.87,94,0.1,NA,5268400,3.3,3.4,12.6
"Kyrgyzstan","Europe & Central Asia","Low Income",2006,66.7,234,4,2.48,0,9,27,38.5,4,93,6.73,92,0.1,NA,5218400,3.3,3.4,12.5
"Kyrgyzstan","Europe & Central Asia","Low Income",2005,66.9,224,4,2.81,0,97,53,38,4,98,5.82,98,0.1,NA,5162600,3.4,3.4,12.4
"Kyrgyzstan","Europe & Central Asia","Low Income",2004,67.1,218,4,3.41,0,99,8,37.5,4,98,5.57,99,0.1,NA,5104700,3.4,3.4,12.5
"Kyrgyzstan","Europe & Central Asia","Low Income",2003,66.6,217,4,3.52,0,99,6,37,4,98,5.43,98,0.1,NA,5043300,3.5,3.5,12.2
"Kyrgyzstan","Europe & Central Asia","Low Income",2002,66.7,215,4,3.31,0,99,2,36.5,5,99,5.43,98,0.1,NA,4990700,3.5,3.5,12.1
"Kyrgyzstan","Europe & Central Asia","Low Income",2001,67.2,217,4,2.62,0,57,17,36,5,99,4.79,99,0.1,NA,4945100,3.6,3.6,11.8
"Kyrgyzstan","Europe & Central Asia","Low Income",2000,66.6,225,4,2.13,0,44,16,35.6,5,99,4.68,99,0.1,NA,4898400,3.6,3.6,11.4
"Lao PDR","East Asia & Pacific","Low Income",2015,65.7,194,8,NA,0,89,56,21.7,11,89,NA,89,0.2,NA,6741160,8.8,8.9,10.8
"Lao PDR","East Asia & Pacific","Low Income",2014,65.3,199,8,0.01,0,88,339,2.9,11,88,1.87,88,0.2,NA,6639763,8.9,9,10.6
"Lao PDR","East Asia & Pacific","Low Income",2013,64.9,23,9,0.01,0,87,71,2.1,12,86,2,87,0.3,NA,6541302,9,9.1,10.4
"Lao PDR","East Asia & Pacific","Low Income",2012,64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,NA,6444527,9.1,9.2,10.2
"Lao PDR","East Asia & Pacific","Low Income",2011,64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,NA,6347564,9.2,9.4,9.9
"Lao PDR","East Asia & Pacific","Low Income",2010,63.6,218,10,5.95,0,74,153,18,13,76,2.75,74,0.3,NA,6249168,9.3,9.5,9.6
"Lao PDR","East Asia & Pacific","Low Income",2009,63.1,223,10,5.18,0,67,78,17.3,14,67,3.77,67,0.2,NA,6148621,9.4,9.6,9.4
"Lao PDR","East Asia & Pacific","Low Income",2008,62.6,228,10,5.1,0,61,174,16.7,14,6,2.77,61,0.2,NA,6046630,9.6,9.7,9.2
"Lao PDR","East Asia & Pacific","Low Income",2007,62.1,234,11,5,0,5,1678,16.1,15,46,4.14,5,0.2,NA,5944950,9.7,9.8,9
"Lao PDR","East Asia & Pacific","Low Income",2006,61.5,24,11,3.69,0,57,58,15.5,15,56,4.14,57,0.2,NA,5846075,9.9,9.9,9
"Lao PDR","East Asia & Pacific","Low Income",2005,61,246,11,3.68,0,49,295,14.9,16,5,4.32,49,0.2,NA,5751675,1,1.1,8.7
"Lao PDR","East Asia & Pacific","Low Income",2004,64,252,12,3.53,0,45,1491,14.4,16,46,4.54,45,0.2,NA,5662199,1.1,1.2,8.6
"Lao PDR","East Asia & Pacific","Low Income",2003,59.8,259,12,3.41,0,5,1810,13.8,17,52,4.91,49,0.1,NA,5576640,1.2,1.3,8.3
"Lao PDR","East Asia & Pacific","Low Income",2002,59.3,265,13,3.33,0,NA,2070,13.3,18,55,4.4,53,0.1,NA,5493247,1.3,1.4,8
"Lao PDR","East Asia & Pacific","Low Income",2001,58.7,271,13,3.13,0,NA,94,12.7,19,55,4.32,52,0.1,NA,5409584,1.4,1.5,8
"Lao PDR","East Asia & Pacific","Low Income",2000,58.1,278,14,5.16,0,NA,332,12.3,20,57,3.41,51,0.1,NA,5323701,1.5,1.5,8
"Latvia","Europe & Central Asia","High Income",2015,74.6,153,0,NA,0,94,0,61.2,0,95,NA,95,0.1,13666.58336,1977527,2.2,2.1,16
"Latvia","Europe & Central Asia","High Income",2014,74.4,156,0,0.01,1542.635979,92,36,6.7,0,92,5.88,92,0.1,15725.1374,1993782,2.2,2.2,16
"Latvia","Europe & Central Asia","High Income",2013,74.1,161,0,10.37,150.3116884,94,0,6.2,0,94,5.67,94,0.1,1532.22924,2012647,2.2,2.2,15.4
"Latvia","Europe & Central Asia","High Income",2012,73.8,163,0,10.21,1356.022164,9,3,59.8,0,91,5.91,91,0.1,13822.8559,2034319,2.2,2.2,15.5
"Latvia","Europe & Central Asia","High Income",2011,73.6,169,0,10.14,24.70841046,89,1,59.4,0,92,6.1,92,0.1,1372.68947,2059709,2.2,2.3,15.8
"Latvia","Europe & Central Asia","High Income",2010,72.8,18,0,9.8,1109.969508,91,0,58.9,0,92,6.55,92,0.1,11326.21947,2097555,2.2,2.3,16
"Latvia","Europe & Central Asia","High Income",2009,72.6,184,0,9.85,1137.6237,92,0,58.5,0,94,6.84,94,0.1,12219.37379,2141669,2.3,2.3,16.4
"Latvia","Europe & Central Asia","High Income",2008,71.9,199,0,11.84,253.4022338,93,3,58.1,0,94,6.63,94,0.1,16348.53121,2177322,2.3,2.4,16.3
"Latvia","Europe & Central Asia","High Income",2007,78,221,0,12.12,170.9884138,91,0,57.7,0,94,7.1,94,0.1,1444.1589,2200325,2.4,2.4,16.2
"Latvia","Europe & Central Asia","High Income",2006,75,229,0,10.4,1099.248837,94,7,57.4,0,96,6.8,96,0.1,9667.9757,2218357,2.4,2.5,16.2
"Latvia","Europe & Central Asia","High Income",2005,76,216,0,9.92,86.9255399,99,2,57,0,99,6.37,99,0.1,7558.7426,2238799,2.5,2.5,15.9
"Latvia","Europe & Central Asia","High Income",2004,71,26,0,8.81,80.0328375,98,0,56.6,0,99,6.51,99,0.1,6351.8125,2263122,2.5,2.6,15.5
"Latvia","Europe & Central Asia","High Income",2003,78,29,0,8.24,478.0644911,98,0,56.3,0,98,6.15,98,0.1,5134.95694,2287955,2.6,2.6,15.2
"Latvia","Europe & Central Asia","High Income",2002,73,219,0,7.44,376.4570185,98,0,56,0,98,6.29,97,0.1,4132.34927,2310173,2.7,2.7,14.8
"Latvia","Europe & Central Asia","High Income",2001,69.9,228,0,6.68,332.2751709,96,1,55.7,0,97,6.17,97,0.1,3572.8513,2337170,2.8,2.8,14.2
"Latvia","Europe & Central Asia","High Income",2000,71,218,0,7.13,291.0170765,95,0,55.4,0,96,6,96,0.1,3352.731296,2367550,2.8,2.8,13.7
"Lebanon","Middle East & North Africa","Middle Income",2015,74.9,98,1,NA,0,81,39,66.1,1,75,NA,81,0.1,846.632851,6532681,4.9,4.9,13.3
"Lebanon","Middle East & North Africa","Middle Income",2014,74.8,99,1,1.32,140.3771361,81,112,65.4,1,75,6.39,81,0.1,8161.4614,6261046,4.8,4.9,13.3
"Lebanon","Middle East & North Africa","Middle Income",2013,74.9,97,1,1.29,14.55610463,81,1761,64.9,1,75,6.63,81,0.1,846.285153,5913016,4.8,4.8,13.3
"Lebanon","Middle East & North Africa","Middle Income",2012,75,93,1,1.53,151.1526829,81,9,64.4,1,75,6.99,81,0.1,8787.94668,5537620,4.8,4.8,13.3
"Lebanon","Middle East & North Africa","Middle Income",2011,75,93,1,1.57,835.0626827,81,9,64,1,75,7.12,81,0.1,8734.9653,5202022,4.7,4.7,13.2
"Lebanon","Middle East & North Africa","Middle Income",2010,74.9,94,1,1.58,805.3956346,81,12,63.5,1,75,7.19,81,0.1,8763.826274,4953064,4.7,4.7,13.3
"Lebanon","Middle East & North Africa","Middle Income",2009,74.7,95,1,1.62,8.140373615,81,22,63,1,75,7.42,81,0.1,84.268878,4813026,4.7,4.7,13.2
"Lebanon","Middle East & North Africa","Middle Income",2008,74.5,98,1,1.67,69.13924862,81,24,62.5,1,75,8.7,81,0.1,712.775759,4764745,4.7,4.7,13.1
"Lebanon","Middle East & North Africa","Middle Income",2007,74.4,98,1,1.72,8.906931168,8,373,61.9,1,75,8.9,8,0.1,614.271115,4767347,4.7,4.6,12.9
"Lebanon","Middle East & North Africa","Middle Income",2006,74.1,1,1,1.82,534.5795695,78,956,61.4,1,75,8.83,78,0.1,5372.65899,4759760,4.7,4.6,13.2
"Lebanon","Middle East & North Africa","Middle Income",2005,73.9,11,1,1.94,630.0540723,77,618,6.8,1,74,8.42,77,0.1,5339.441291,4698761,4.7,4.6,13.7
"Lebanon","Middle East & North Africa","Middle Income",2004,73.7,13,1,2.1,618.3614858,75,213,6.2,1,74,8.91,75,0.1,5424.22356,4569377,4.7,4.6,14.2
"Lebanon","Middle East & North Africa","Middle Income",2003,73.5,15,1,2.19,527.9176618,74,526,59.7,1,74,9.3,74,0.1,5425.6697,4388378,4.8,4.7,14.8
"Lebanon","Middle East & North Africa","Middle Income",2002,73.2,17,1,1.98,70.13207838,77,36,59.1,1,77,1.5,77,0.1,5436.595223,4182205,4.8,4.7,15.2
"Lebanon","Middle East & North Africa","Middle Income",2001,73,11,1,2.19,510.6035166,8,8,58.6,1,8,1.9,8,0.1,5253.122599,3990999,4.9,4.7,15
"Lebanon","Middle East & North Africa","Middle Income",2000,72.7,112,1,2.26,404.3879434,83,5,57.9,1,83,1.86,83,0.1,5334.93329,3842774,4.9,4.8,14.9
"Lesotho","Sub-Saharan Africa","Low Income",2015,53.7,484,4,NA,0,93,0,32.6,6,9,NA,93,9.3,173.82893,2059011,5.5,5.3,10.7
"Lesotho","Sub-Saharan Africa","Low Income",2014,52.1,522,4,0.01,162.1278115,93,0,32,6,9,1.62,93,9.4,1174.839214,2043448,5.8,5.6,10.8
"Lesotho","Sub-Saharan Africa","Low Income",2013,52.1,518,4,0.01,153.3443147,93,516,31.4,6,9,11.7,93,9.6,1196.1335,2028528,6.1,5.9,11.1
"Lesotho","Sub-Saharan Africa","Low Income",2012,52.2,513,4,0.01,168.1348992,95,179,3.8,6,93,11.14,95,9,1281.516,2014988,6.4,6.2,11
"Lesotho","Sub-Saharan Africa","Low Income",2011,52.3,52,4,2.39,195.825251,96,172,3.2,6,95,11.79,96,10.5,1352.38433,2003793,6.8,6.6,11
"Lesotho","Sub-Saharan Africa","Low Income",2010,51.1,527,4,2.71,154.8705998,93,2488,29.7,6,92,1.87,93,13.4,1173.26212,1995575,7.2,7,10.9
"Lesotho","Sub-Saharan Africa","Low Income",2009,49.4,566,4,2.75,104.3144732,91,0,29.2,6,89,9.8,91,18.2,923.136931,1990135,7.6,7.4,10.8
"Lesotho","Sub-Saharan Africa","Low Income",2008,47.8,592,5,2.75,91.85432774,88,0,28.8,6,86,8.85,88,27.3,934.428563,1987130,8,7.8,10.7
"Lesotho","Sub-Saharan Africa","Low Income",2007,46.2,633,4,2.69,9.18432717,9,2,28.3,6,87,8.47,88,30,918.432717,1986926,8.4,8.3,10.6
"Lesotho","Sub-Saharan Africa","Low Income",2006,45.3,654,5,2.61,71.15577609,91,1,27.9,6,88,7.12,89,34.1,915.775754,1989933,8.8,8.7,10.7
"Lesotho","Sub-Saharan Africa","Low Income",2005,44.5,675,5,2.67,57.90369752,87,0,27.4,6,88,6.3,89,34.8,862.9463118,1996115,9.3,9.2,10.7
"Lesotho","Sub-Saharan Africa","Low Income",2004,44.8,666,5,1.8,67.91361818,6,31,26.9,7,89,6.96,9,34.6,781.5145936,2005953,9.7,9.7,10.7
"Lesotho","Sub-Saharan Africa","Low Income",2003,45.5,648,5,1.99,5.300902041,17,1,26.4,7,9,7.13,9,33.8,63.636279,2018355,1.2,1.1,10.5
"Lesotho","Sub-Saharan Africa","Low Income",2002,46.4,622,5,2.95,3.53457351,NA,0,25.9,7,84,6.91,84,32.5,47.89395,2029832,1.6,1.6,10.4
"Lesotho","Sub-Saharan Africa","Low Income",2001,47.8,586,5,2.86,38.57187011,NA,217,25.4,7,78,7.53,78,31.2,437.819184,2035738,11.1,11.1,10.3
"Lesotho","Sub-Saharan Africa","Low Income",2000,49.3,543,5,3.1,29.86616464,NA,660,24.9,7,82,6.92,83,29.8,474.8197876,2032805,11.5,11.6,9.6
"Liberia","Sub-Saharan Africa","Low Income",2015,61.4,259,8,NA,0,52,1060,27.3,11,52,NA,52,0.9,452.38717,4472229,6.5,6.4,9.9
"Liberia","Sub-Saharan Africa","Low Income",2014,58.1,329,8,0.01,54.37396957,5,34,26.7,11,49,1.4,5,0.9,458.4651734,4359508,6.7,6.5,9.9
"Liberia","Sub-Saharan Africa","Low Income",2013,61.1,258,9,0.01,45.04892458,76,0,26.1,11,75,9.25,76,1.1,454.1222236,4248337,6.8,6.7,9.8
"Liberia","Sub-Saharan Africa","Low Income",2012,67,261,9,0.01,48.09891474,8,43,25.6,12,8,1.19,8,1.2,415.361958,4135662,7,6.9,9.6
"Liberia","Sub-Saharan Africa","Low Income",2011,62,266,9,3.72,60.44658161,77,279,25,12,77,11.23,77,1.5,379.689583,4017446,7.2,7,9.5
"Liberia","Sub-Saharan Africa","Low Income",2010,59.7,272,9,3.64,41.91052416,47,2200,24.5,13,71,11.87,7,1.8,327.42597,3891357,7.4,7.2,9.6
"Liberia","Sub-Saharan Africa","Low Income",2009,59.2,277,10,3.75,5.592170255,64,6,24,13,84,14.39,81,2.1,33.667491,3754129,7.6,7.4,9.7
"Liberia","Sub-Saharan Africa","Low Income",2008,58.6,281,10,3.88,40.03344077,64,1,23.4,14,79,11.83,75,2.4,232.61732,3607863,7.7,7.6,9.8
"Liberia","Sub-Saharan Africa","Low Income",2007,57.9,286,10,4.03,3.686899287,NA,1,22.9,14,67,1.24,65,2.8,21.3733292,3461911,7.9,7.8,9.9
"Liberia","Sub-Saharan Africa","Low Income",2006,56.7,32,11,4.05,15.79934152,NA,20,22.4,15,66,1.9,6,3,178.92799,3329211,8.1,8.1,10
"Liberia","Sub-Saharan Africa","Low Income",2005,55.3,316,12,4.19,22.39648813,NA,8,22,16,66,8.4,6,3.1,168.648254,3218114,8.3,8.3,10.1
"Liberia","Sub-Saharan Africa","Low Income",2004,54,329,12,4.24,17.85870796,NA,4,21.5,17,47,8.77,31,3.2,149.4452549,3135654,8.5,8.5,10.2
"Liberia","Sub-Saharan Africa","Low Income",2003,50,42,13,4.21,9.758449266,NA,142,21.1,18,49,3.44,35,3.2,133.494518,3077055,8.7,8.7,10.3
"Liberia","Sub-Saharan Africa","Low Income",2002,56,371,13,4.27,10.424369,NA,131,2.7,19,51,5.43,39,3.1,177.285187,3024727,8.8,8.9,10.4
"Liberia","Sub-Saharan Africa","Low Income",2001,51.5,333,14,4.4,16.72142854,NA,1379,2.4,20,54,6.41,42,3.1,174.1815473,2953928,9,9,10.5
"Liberia","Sub-Saharan Africa","Low Income",2000,51.9,39,14,4.46,12.19709744,NA,5977,2.2,20,56,5.91,46,3.1,183.4149991,2848447,9.2,9.2,8.7
"Libya","Middle East & North Africa","Middle Income",2015,72.7,138,1,NA,0,97,82,64.8,2,97,NA,97,0.1,NA,6418315,5.8,5.5,13.4
"Libya","Middle East & North Africa","Middle Income",2014,72.4,143,2,0.01,0,94,372,63.8,2,94,4.97,94,0.1,NA,6362039,5.7,5.5,13.4
"Libya","Middle East & North Africa","Middle Income",2013,72.9,134,2,0.01,0,96,0,62.8,2,96,4.33,96,0.1,NA,6320350,5.7,5.5,13.4
"Libya","Middle East & North Africa","Middle Income",2012,72.9,133,2,0.01,0,98,320,61.8,2,98,4.3,98,0.1,NA,6285751,5.6,5.4,13.7
"Libya","Middle East & North Africa","Middle Income",2011,71.3,161,2,0.01,36.11567366,98,0,6.9,2,98,4.77,98,0.1,562.549434,6247438,5.6,5.4,14
"Libya","Middle East & North Africa","Middle Income",2010,72.8,132,2,0.01,52.50394196,98,0,59.9,2,98,3.5,98,0.1,1212.56217,6197667,5.6,5.4,14.3
"Libya","Middle East & North Africa","Middle Income",2009,72.7,132,2,0.01,63.55170297,98,329,59,2,98,3.16,98,0.1,1296.97353,6133987,5.6,5.4,14.6
